,data_light,data_batt,data_acce_x,data_acce_y,data_acce_z,data_temp,data_baro,data_magnx,data_magny,data_magnz,data_gyrox,data_gyroy,data_gyroz
363,0.56,76,0.090820313,0.060302734,-0.996582031,20.55,1008.92,71.22100122,56.37704518,-476.356044,6.370544434,-3.944396973,-8.277893066
364,0.56,76,0.136474609,-0.026611328,-1.018310547,20.55,1008.9,71.97069597,57.12673993,-475.0065934,4.669189453,-5.172729492,-7.141113281
365,0.56,76,0.059814453,-0.061279297,-0.946044922,20.54,1008.93,71.67081807,55.62735043,-475.3064713,7.637023926,-5.805969238,-6.91986084
366,0.56,76,0.096191406,0.02734375,-0.964111328,20.53,1008.95,72.27057387,56.07716728,-477.1057387,3.051757813,-4.951477051,-8.87298584
367,0.57,76,0.152099609,0.091064453,-0.953125,20.52,1008.92,72.12063492,56.22710623,-500.6461538,5.149841309,-7.400512695,-5.432128906
368,0.8,76,0.102294922,-0.028808594,-1.037353516,20.52,1008.92,84.41562882,52.47863248,-488.8009768,9.552001953,-12.46643066,-45.25756836
369,0.48,76,0.016357422,0.098388672,-1.403808594,20.5,1008.99,65.52332112,50.22954823,-495.6981685,1.754760742,8.163452148,-4.287719727
370,0.32,76,0.007324219,-0.119384766,-0.98828125,20.5,1009.01,62.22466422,55.47741148,-487.9013431,5.195617676,-6.278991699,-7.247924805
371,0.32,76,0.053955078,-0.038818359,-0.926025391,20.49,1009.02,61.92478632,62.22466422,-484.1528694,6.561279297,-6.561279297,-8.95690918
372,0.24,76,0.051269531,-0.043212891,-0.977539063,20.47,1008.98,60.42539683,62.67448107,-487.1516484,6.538391113,-6.500244141,-7.102966309
373,0.24,76,0.137939453,-0.042724609,-0.976074219,20.46,1008.97,62.67448107,65.97313797,-488.8009768,6.240844727,-4.013061523,-7.125854492
374,0.16,76,0.112792969,-0.040527344,-0.980957031,20.46,1009.01,60.57533578,61.77484737,-487.7514042,7.209777832,-6.507873535,-7.148742676
375,0.08,76,0.059082031,-0.13671875,-0.952148438,20.44,1008.98,61.32503053,61.32503053,-486.7018315,7.102966309,-3.532409668,-8.361816406
376,0.08,76,0.093261719,-0.027099609,-0.927490234,20.43,1008.97,60.12551893,62.97435897,-488.201221,6.050109863,-5.783081055,-7.530212402
377,0.16,76,0.108886719,-0.059814453,-0.963623047,20.42,1008.94,60.27545788,61.77484737,-488.0512821,6.622314453,-5.569458008,-7.057189941
378,0.08,76,0.117431641,0.026367188,-0.934082031,20.42,1008.95,62.67448107,62.37460317,-486.4019536,6.065368652,-4.020690918,-6.484985352
379,0.08,76,0.084960938,-0.151611328,-0.969726563,20.41,1008.91,58.32625153,62.22466422,-487.1516484,6.172180176,-4.920959473,-7.957458496
380,0.16,76,0.088134766,-0.031738281,-0.909912109,20.4,1008.91,59.52576313,62.37460317,-487.7514042,5.767822266,-7.034301758,-6.988525391
381,0.08,76,0.076171875,-0.105224609,-0.948242188,20.39,1008.9,60.27545788,61.02515263,-489.1008547,6.500244141,-3.99017334,-6.202697754
